
This is storm data analysis for Atlantic
     Storm_ID            name            distance     storm propagation  max propagation     storm energy    max surface area 
     EP061979            FEFA           2365537.39        147846.09          35800.71           114.01              0         
     EP071979         GUILLERMO         1235304.65         65016.03          27304.92           121.42              0         
     EP081979           HILDA           1544633.12        140421.19          25875.3            71.86               0         
     EP091979          IGNACIO          2358466.17         84230.93          26476.17           187.29              0         
     EP101979           JIMENA          1349776.0         112481.33          21454.58           75.94               0         
     EP011980           AGATHA          3077618.48        113985.87          24859.78           175.04              0         
     EP021980            BLAS           880724.55          73393.71          21267.07            80.9               0         
     EP031980           CELIA           2234528.28        124140.46          23934.42           126.4               0         
     EP041980           DARBY           2016266.37        183296.94          34591.32           69.53               0         
     EP051980          ESTELLE          553477.29         138369.32          30555.88           21.16               0         
     EP061980           FRANK           1149028.15         67589.89          24919.46           103.75              0         
     EP071980         GEORGETTE         1851666.77        132261.91          41637.57           101.33              0         
     EP081980           HOWARD          2632386.29         90771.94          22346.35           183.81              0         
     EP091980            ISIS           1822735.42         79249.37          21802.37           155.94              0         
     EP101980           JAVIER          2812197.75        112487.91          22672.18           167.12              0         
     EP111980            KAY            6168944.66         108227.1          34552.71           364.38              0         
     EP121980           LESTER          887552.17          68273.24          31531.64           76.78               0         
     EP131980          MADELINE          487576.8          97515.36          18856.0            40.47               0         
     EP141980           NEWTON          506461.68         101292.34          20316.02           25.25               0         
     EP011981           ADRIAN          1069167.71         59398.21          20316.02           112.12              0         
     EP021981          BEATRIZ          2600028.34        108334.51          20782.3            149.01              0         
     EP031981           CALVIN          1372527.72         80736.92          19139.68           105.23              0         
     EP041981            DORA           2552685.66         106361.9          25448.88           156.43              0         
     EP051981           EUGENE          2143530.43        107176.52          26732.71           122.54              0         
     EP061981          FERNANDA         4026963.92        154883.23          31296.21           163.49              0         
     EP071981            GREG           3967381.12        104404.77          31839.5            241.42              0         
     EP081981           HILARY          2505446.45         89480.23          28655.14           172.95              0         
     EP091981           IRWIN           1407251.3         100517.95          33980.24           88.63               0         
     EP101981            JOVA           3961271.27        152356.59          47586.83           163.07              0         
     EP111981            KNUT           1585217.89        144110.72          29595.59           72.12               0         
     EP121981           LIDIA           743601.13         123933.52          23998.72           46.48               0         
     EP131981            MAX            542712.42          45226.03          20275.29           73.95               0         
     EP141981           NORMA           1271275.85         84751.72          23737.36           131.88              0         
     EP151981            OTIS           1837027.6          76542.82          27889.44           161.92              0         
     EP011982           ALETTA          1351718.78         35571.55          16698.51           233.98              0         
     EP021982            BUD            601552.38          75194.05          14549.43           53.51               0         
     EP031982          CARLOTTA         1564841.41         86935.63          35832.18           109.71              0         
     EP041982           DANIEL          7296630.91        115819.54          35610.54           387.55              0         
     EP051982           EMILIA          1704629.65        131125.36          27634.14           81.06               0         
     EP061982           FABIO           3228176.68        104134.73          25275.18           193.77              0         
     EP071982           GILMA           4702432.29        174164.16          38984.59           171.46              0         
     EP081982           HECTOR          2867417.47        136543.69          29470.87           131.85              0         
     EP091982            IVA            2869710.45         98955.53          28006.29           174.62              0         
     EP101982            JOHN           4151119.85        122091.76          34382.15           221.33              0         
     EP111982           KRISTY          4551784.15        137932.85          41044.31           209.37              0         
     EP121982            LANE           3381543.95        135261.76          29759.93           154.7               0         
     EP131982           MIRIAM          5533808.21        178509.94          68571.96           201.17              0         
     CP011982           AKONI           1260355.99         96950.46          68571.96           80.35               0         
     EP141982           NORMAN          2666811.95         76194.63          23095.28           218.9               0         
     CP021982            EMA            659194.75          50707.29          20462.73           77.75               0         
     CP031982            HANA           598356.25          46027.4           20824.82           80.28               0         
     EP151982           OLIVIA          3473889.98         124067.5          35633.25           178.94              0         
     EP161982            PAUL           3659386.26         79551.88          33615.66           311.15              0         
     EP171982            ROSA           1308462.33         54519.26          26335.21           144.51              0         
     EP181982           SERGIO          4697941.86        120460.05          28493.28           244.07              0         
     EP191982            TARA           3352301.9         128934.69          32357.68           164.45              0         
     CP041982            IWA            2762787.46        125581.25          61269.15           139.9               0         
     EP011983           ADOLPH          2873626.03         95787.53          42850.71           195.1               0         
     EP021983          BARBARA          3108019.74         84000.53          22940.51           229.96              0         
     EP031983           COSME           1401849.61        100132.12          29992.41           87.15               0         
     EP041983          DALILIA          3052219.18        122088.77          29284.56           149.83              0         
     EP051983           ERICK           2241626.11        124534.78          31258.03           112.04              0         
     EP061983          FLOSSIE          1696685.2          94260.29          20862.49           117.98              0         
     EP071983            GIL            7951162.3         159023.25          39440.14           310.86              0         
     EP081983         HENRIETTE         5413781.63        132043.45          39440.14           254.81              0         
     EP091983           ISMAEL          2291796.27         99643.32          25468.77           143.67              0         
     EP101983          JULIETTE         2488605.26         82953.51          22343.72           187.29              0         
     EP111983            KIKO           2523658.05         72104.52          19231.95           238.85              0         
     EP121983           LORENA          2946851.57         89298.53          22221.87           210.07              0         
     EP131983           MANUEL          3290315.34         99706.53          25233.17           203.81              0         
     EP141983           NARDA           5332719.45        133317.99          35591.34           280.96              0         
     EP151983           OCTAVE          1729750.92         91039.52          26981.65           120.62              0         
     EP161983         PRISCILLA         2458660.65         98346.43          24935.06           160.53              0         
     EP171983          RAYMOND          6213599.97         124272.0          47200.73           322.83              0         
     EP181983           SONIA           2481636.82        124081.84          36842.9            127.89              0         
     EP191983            TICO           2610982.39         79120.68          33888.2            229.34              0         
     EP201983           VELMA           460447.07          76741.18          33888.2            32.79               0         
     EP211983           WINNIE          514886.62          42907.22          25803.86           93.28               0         
     EP011984            ALMA           2364713.9         147794.62          29520.29           102.72              0         
     EP021984           BORIS           3476327.47         42917.62          16416.16           509.98              0         
     EP031984          CRISTINA         2383357.27         68095.92          18142.4            225.61              0         
     EP041984          DOUGLAS          4732926.41        100700.56          23215.05           298.26              0         
     EP051984           ELIDA           3559478.97         82778.58          41295.16           275.2               0         
     EP061984           FAUSTO          1845943.27         70997.82          27291.74           164.58              0         
     EP071984         GENEVIEVE         2405066.15         82933.32          24633.05           182.41              0         
     EP081984           HERNAN          1574194.88         87455.27          18117.71           114.72              0         
     EP091984           ISELLE          3421795.82         97765.59          25012.37           222.17              0         
     EP101984           JULIO           1258038.15         57183.55          17752.5            143.97              0         
     CP011984            KELI           2734604.59        130219.27          31936.75           137.08              0         
     EP111984           KENNA           1469868.83         73493.44          25629.45           121.71              0         
     EP121984            LALA           3895122.88         97378.07          35821.46           244.88              0         
     EP131984           LOWELL          2032319.9         127019.99          28828.77           110.92              0         
     CP021984            MOKE           369106.57         123035.52          27440.41           14.82               0         
     EP141984           MARIE           2333909.39        106086.79          23790.26           138.49              0         
     EP151984          NORBERT          3468840.24         75409.57          24911.59           314.93              0         
     EP161984           ODILE           1300412.46         61924.4           24874.87           139.9               0         
     EP171984            POLO           2873664.03         95788.8           27006.3            201.81              0         
     EP181984           RACHEL          2561823.16         73194.95          27006.3            220.14              0         
     EP191984           SIMON           3896277.06        121758.66          31085.77           201.48              0         
     EP011985           ANDRES          3111503.62        119673.22          32141.03           160.88              0         
     EP021985           BLANCA          3472568.13         86814.2           21512.46           254.29              0         
     EP031985           CARLOS          575044.06          47920.34          23295.45           70.78               0         
     EP041985          DOLORES          4359453.12        114722.45          27958.62           242.31              0         
     EP051985          ENRIQUE          3848844.6         113201.31          27568.15           207.15              0         
     EP061985            FEFA           1562095.16         91887.95          26963.11           109.11              0         
     EP071985         GUILLERMO         2915712.63        171512.51          37146.72           104.56              0         
     EP081985           HILDA           983154.42          98315.44          22900.77           63.15               0         
     EP091985          IGNACIO          2659589.74        110816.24          30789.31           163.69              0         
     EP101985           JIMENA          3441092.55         95585.9           30789.31           227.81              0         
     EP111985           KEVIN           3465042.19         99001.21          22519.04           219.03              0         
     EP121985           LINDA           4007019.3          97732.18          30265.25           266.89              0         
     EP131985           MARTY           2791444.53         99694.45          28484.95           175.82              0         
     EP141985            NORA           1947187.58        129812.51          25673.95           94.12               0         
     EP151985            OLAF           3770365.55        101901.77          34874.74           232.83              0         
     EP161985          PAULINE          5721914.55        110036.82          30020.46           328.09              0         
     EP171985            RICK           5033087.04        114388.34          27272.87           281.77              0         
     EP181985           SANDRA          4778368.58        106185.97          28163.32           285.09              0         
     EP191985           TERRY           3234244.1          89840.11          31694.61           227.35              0         
     EP201985           VIVIAN          432169.56          30869.25          31694.61           87.15               0         
     EP211985           WALDO           1284941.87        128494.19          32912.53           86.18               0         
     CP011985            NELE           2811002.52        108115.48          33298.48           176.04              0         
     EP221985            XINA           2815738.16         63994.05          33298.48           284.24              0         
     EP011986           AGATHA          2050778.75         68359.29          17449.51           192.27              0         
     EP021986            BLAS           803041.55         133840.26          25927.29           34.78               0         
     EP031986           CELIA           2584136.45        107672.35          28799.77           151.13              0         
     EP041986           DARBY           1655231.14        103451.95          23512.85           99.15               0         
     EP051986          ESTELLE          5605670.68        143735.15          37770.03           243.3               0         
     EP061986           FRANK           5521607.27        149232.63          36487.58           236.92              0         
     EP071986         GEORGETTE         1729314.19        247044.88          66113.2            43.31               0         
     EP081986           HOWARD          1321859.53        165232.44          66113.2            51.72               0         
     EP091986            ISIS           2404906.99        141465.12          27024.7            108.89              0         
     EP101986           JAVIER          4824209.91        112190.93          30042.57           283.08              0         
     EP111986            KAY            1958413.14         85148.4           26395.32           143.96              0         
     EP121986           LESTER          1317189.83        101322.29          21085.95           81.04               0         
     EP131986          MADELINE         3509370.58        129976.69          33155.13           169.38              0         
     EP141986           NEWTON          2548167.82        115825.81          26856.26           152.32              0         
     EP151986           ORLENE          1017802.09         63612.63          12569.25           123.26              0         
     EP161986           PAINE           2892398.86        152231.52          44417.17           148.05              0         
     EP171986           ROSLYN          3403715.53        126063.54          44417.17           185.47              0         
     EP011987           ADRIAN          709973.36         101424.77          23891.14           38.83               0         
     EP021987          BEATRIZ          1727564.63        123397.47          31256.83           81.58               0         
     EP031987           CALVIN          2318554.31        128808.57          30750.43           112.04              0         
     EP041987            DORA           1829871.25         91493.56          24335.81           126.43              0         
     EP051987           EUGENE          1686335.57         93685.31          25757.04           118.57              0         
     EP061987          FERNANDA         3230624.2         111400.83          25472.71           182.37              0         
     EP071987            GREG           2823365.88        104569.11          23175.15           170.5               0         
     EP081987           HILARY          3656846.46        107554.31          24160.73           218.95              0         
     EP091987           IRWIN           2111527.55         95978.52          22656.69           140.76              0         
     EP101987            JOVA           3968278.55        120250.87          37881.07           206.67              0         
     CP011987            OKA            1740728.95         116048.6          36042.15           98.04               0         
     EP111987            KNUT           1129225.24        141153.16          27384.3            43.85               0         
     EP121987           LIDIA           1952357.5          97617.87          27384.3            130.53              0         
     EP131987            MAX            2970410.04        106086.07          35039.6            183.47              0         
     EP141987           NORMA           1379313.33         57471.39          20536.66           163.08              0         
     EP151987            OTIS           2435621.85         90208.22          30187.0            176.73              0         
     CP021987            PEKE           1851587.83         77149.49          23316.07           169.15              0         
     EP161987           PILAR           270475.75          67618.94          19358.64           25.31               0         
     EP171987           RAMON           2339574.61         89983.64          22090.96           165.38              0         
     EP181987           SELMA           1934161.31        113774.19          31439.07           103.52              0         
     EP011988           ALETTA          963418.08          50706.21          19495.61           114.6               0         
     EP021988            BUD            1031247.44        128905.93          23248.33           51.77               0         
     EP031988          CARLOTTA         2786347.99        103198.07          23294.81           162.37              0         
     EP041988           DANIEL          2815512.46         97086.64          25209.05           177.65              0         
     EP051988           EMILIA          2012426.57         83851.11          16800.58           148.81              0         
     EP061988           FABIO           4786705.32         99723.03          23407.59           298.59              0         
     EP071988           GILMA           2479550.98        103314.62          34569.92           145.95              0         
     EP081988           HECTOR          5066404.85        126660.12          29103.31           253.39              0         
     EP091988            IVA            3148368.91         89953.4           31188.09           219.87              0         
     EP101988            JOHN           1031305.9          57294.77          17114.21           110.06              0         
     CP011988           ULEKI           5831527.62         94056.9           34921.53           397.19              0         
     EP111988           KRISTY          2327434.41         68453.95          23586.2            204.63              0         
     CP021988            WILA           1327657.69         69876.72          19245.83           120.65              0         
     EP121988            LANE           4617198.15        124789.14          27498.78           227.56              0         
     EP131988           MIRIAM          3709116.31         90466.25          25235.09           280.37              0         
     EP141988          UNNAMED          792035.07          60925.77          21189.69           75.47               0         
     EP151988          UNNAMED          426941.76          47437.97          16212.07            54.0               0         
     EP161988          UNNAMED          347480.26          86870.06          22126.6            21.07               0         
     EP171988          UNNAMED          765862.62          69623.87          31558.17           69.68               0         
     EP181988          UNNAMED          504199.82          63024.98          22204.47           45.47               0         
     EP191988          UNNAMED          419505.67          34958.81          20021.35           69.47               0         
     EP201988          UNNAMED          685321.81          114220.3          28063.91           33.47               0         
     EP011989           ADOLPH          2112742.88        105637.14          30891.59           124.68              0         
     EP021989          BARBARA          1354576.35         64503.64          16977.99           132.35              0         
     EP031989           COSME           2241932.7          97475.33          40636.71           146.06              0         
     EP041989          UNNAMED          1000255.79        142893.68          30383.89           46.37               0         
     EP051989          UNNAMED          2351644.12        123770.74          36765.34           120.21              0         
     EP061989          DALILIA          6224350.69        151813.43          57581.59           257.26              0         
     EP071989          UNNAMED          2451571.88        188582.45          57581.59           79.84               0         
     EP081989           ERICK           2036414.66         226268.3          48683.79           57.15               0         
     EP091989          FLOSSIE          1809742.04        100541.22          48683.79           111.15              0         
     EP101989            GIL            2419054.63         93040.56          28577.94           166.97              0         
     EP111989         HENRIETTE         1572176.95        131014.75          27650.77           71.55               0         
     EP121989           ISMAEL          4644146.31        105548.78          25396.75           282.02              0         
     EP131989          JULIETTE         966895.42          56876.2           17890.92           109.51              0         
     EP141989            KIKO           897227.19          52778.07          13818.75           112.67              0         
     EP151989           LORENA          3057044.19         76426.1           29399.38           243.81              0         
     EP161989           MANUEL          1368214.63        114017.89          22544.77           77.06               0         
     EP171989           NARDA           2542693.27        127134.66          28811.13           121.95              0         
     EP181989           OCTAVE          3128424.65         97763.27          23669.21           201.03              0         
     EP191989         PRISCILLA         1618612.23         89922.9           22118.52           113.98              0         
     EP201989          UNNAMED          255965.85          36566.55          10821.82           43.84               0         
     EP211989          RAYMOND          4104401.82         91208.93          52857.76           279.05              0         
     EP221989          UNNAMED          1512291.57         79594.29          45376.88           115.84              0         
     EP231989          UNNAMED              0                 0              16160.77             0                 0         
     EP241989          UNNAMED          769565.42          54968.96          29069.77           91.56               0         
     EP011990            ALMA           2966786.38        128990.71          29104.46           145.6               0         
     EP021990           BORIS           2661501.07        115717.44          37954.3            147.2               0         
     EP031990          CRISTINA         1858829.11         59962.23          20383.35           189.64              0         
     EP041990          DOUGLAS          1303372.58         68598.56          12701.87           122.51              0         
     EP051990           ELIDA           3108673.3         124346.93          28317.53           157.63              0         
     EP061990          UNNAMED          1694195.48        105887.22          37931.49           102.21              0         
     EP071990           FAUSTO          2868517.47        106241.39          23804.75           174.98              0         
     EP081990         GENEVIEVE         3667027.4         107853.75          26949.5            213.25              0         
     EP091990           HERNAN          3944360.18         85746.96          19034.46           289.53              0         
     EP101990           ISELLE          3306562.76         82664.07          31538.74           250.7               0         
     CP011990            AKA            4782511.92        154274.58          62737.13           190.34              0         
     EP111990          UNNAMED          419520.39          46613.38          17866.44           59.72               0         
     EP121990          UNNAMED          1682362.03        129412.46          26097.45           88.09               0         
     EP131990           JULIO           4294680.17        138538.07          33572.48           196.1               0         
     EP141990           KENNA           3291524.87         94043.57          23880.42           210.69              0         
     EP151990           LOWELL          4379858.34        125138.81          26718.9            219.53              0         
     EP161990           MARIE           4361886.04         80775.67          26178.17           341.62              0         
     EP171990          NORBERT          2867879.45         75470.51          29394.08           234.62              0         
     EP181990          UNNAMED          1689622.04        140801.84          30743.47           76.37               0         
     EP191990           ODILE           3287874.36         96702.19          25014.64           216.55              0         
     EP201990            POLO           1190038.87         99169.91          21385.42            86.8               0         
     EP211990           RACHEL          3183704.37        127348.17          82968.97           160.87              0         
     EP221990           SIMON           2529190.11        109964.79          82968.97           144.39              0         
     EP231990           TRUDY           3862835.27         58527.81          34871.22           407.4               0         
     EP241990           VANCE           2551282.05         63782.05          19047.51           245.95              0         
     EP011991           ANDRES          428529.87          28568.66          8170.01            104.53              0         
     EP021991           BLANCA          3088182.85        106489.06          27212.15           179.98              0         
     EP031991           CARLOS          4479926.35        101816.51          28157.37           271.94              0         
     EP041991          DELORES          1699370.83         67974.83          22929.78           158.71              0         
     EP051991          UNNAMED          534225.58          89037.6           16824.94           40.37               0         
     EP061991          ENRIQUE          3302039.74        132081.59          34733.75           157.99              0         
     EP071991            FEFA           5260371.73        134881.33          29989.35           243.63              0         
     EP081991         GUILLERMO         3902885.75        144551.32          33290.44           171.76              0         
     EP091991           HILDA           3269870.29        130794.81          42237.66           155.98              0         
     EP101991          UNNAMED          381518.95          63586.49          16707.66           40.37               0         
     EP111991          IGNACIO          671383.42          55948.62          18528.04           80.17               0         
     EP121991           JIMENA          3874692.46         86104.28          21735.52           282.45              0         
     EP131991           KEVIN           6086803.04         88214.54          24079.86           427.72              0         
     EP141991           LINDA           2903137.42         70808.23          19339.22           251.02              0         
     EP151991           MARTY           3783465.66         85987.86          25118.98           271.63              0         
     EP161991            NORA           2215456.37         96324.19          33644.56           147.44              0         
     CP011992           EKEKA           6841228.62        129079.79          37546.72           330.19              0         
     CP021992            HALI           452307.64          45230.76          36847.17           66.62               0         
     EP011992           AGATHA          1009253.64         59367.86          16693.16           108.52              0         
     EP021992          UNNAMED          498434.53          71204.93          12839.91           36.54               0         
     EP031992            BLAS           521551.07         104310.21          18656.06           35.67               0         
     EP041992           CELIA           4767647.79         97298.93          25340.61           303.78              0         
     EP051992           DARBY           4034437.51        134481.25          36669.84           191.6               0         
     EP061992          ESTELLE          3041721.39         92173.38          20001.52           212.91              0         
     EP071992           FRANK           4582372.08        111765.17          29382.47           256.13              0         
     EP081992         GEORGETTE         6849458.9         145733.17          44299.94           298.13              0         
     EP091992           HOWARD          2132361.55        118464.53          44299.94           115.86              0         
     EP101992            ISIS           2220153.17        111007.66          28256.2            128.22              0         
     EP111992           JAVIER          6142839.88        125364.08          36432.63           302.47              0         
     EP121992          UNNAMED          1202353.43        100196.12          22033.63           70.91               0         
     EP131992            KAY            2876601.71        159811.21          29951.31           112.88              0         
     EP141992           LESTER          2771621.42        131981.97          41599.82           133.23              0         
     EP151992          MADELINE         1932654.94        138046.78          41372.11           85.24               0         
     EP161992           NEWTON          2779273.7         163486.69          34073.33           106.88              0         
     EP171992           ORLENE          6064142.09        126336.29          35211.44           298.43              0         
     EP181992           INIKI           5290592.91        165331.03          52655.36           215.29              0         
     EP191992           PAINE           1480008.01         67273.09          32009.12           139.12              0         
     EP201992           ROSLYN          4951396.62         71759.37          31949.08           434.09              0         
     EP211992          SEYMOUR          2668070.7          68412.07          20491.84           240.3               0         
     EP221992            TINA           6788253.05         69981.99          27722.81           593.94              0         
     EP231992           VIRGIL          1197266.16         63014.01          27722.81           133.81              0         
     EP241992          WINIFRED         1672355.97        104522.25          38632.23           114.44              0         
     EP251992           XAVIER          647810.57         129562.11          38632.23           31.49               0         
     EP261992          YOLANDA          4085002.75         151296.4          36840.44           170.98              0         
     EP271992            ZEKE           1514592.93         72123.47          28513.87           132.19              0         
     CP031992          UNNAMED          496357.42         124089.35          41124.8            21.47               0         
     EP011993           ADRIAN          1188588.32         36017.83          13238.75           207.07              0         
     EP021993          BEATRIZ          507663.91          72523.42          20598.2            57.15               0         
     EP031993          UNNAMED          2196576.32        109828.82          32977.6            120.75              0         
     EP041993           CALVIN          2046502.91        107710.68          38589.79           126.06              0         
     EP051993            DORA           2921932.89        116877.32          30106.15           160.76              0         
     EP061993           EUGENE          5279193.62        142680.91          47345.67           231.89              0         
     CP011993           KEONI           7931094.17         96720.66          35071.66           514.13              0         
     EP071993          FERNANDA         6113562.53        149111.28          36152.6            268.44              0         
     EP081993            GREG           4353518.11         79154.87          32918.09           343.42              0         
     EP091993           HILARY          3256461.11         79425.88          22290.05           256.82              0         
     EP101993           IRWIN           817983.44         163596.69          32847.88            42.1               0         
     EP111993            JOVA           2918687.83         94151.22          24551.51           197.55              0         
     EP121993          KENNETH          3827259.37         78107.33          19719.84           301.66              0         
     EP131993           LIDIA           3628005.19        151166.88          59909.52           165.3               0         
     EP141993          UNNAMED          1387907.69         81641.63          44243.02           110.79              0         
     EP151993            MAX            859800.99          53737.56          25877.33           97.06               0         
     EP161993           NORMA           1263516.38         84234.43          25877.33           94.88               0         
     EP171993          UNNAMED          958896.52         106544.06          23090.16           52.91               0         
     EP011994           ALETTA          2088980.29        104449.01          30181.49           124.88              0         
     EP021994            BUD            1220067.15        122006.72          37608.53           61.19               0         
     EP031994          CARLOTTA         3134847.2         111958.83          25868.6            175.8               0         
     EP041994           DANIEL          3599165.0          143966.6          31691.16           158.89              0         
     EP051994           EMILIA          4172180.18        115893.89          27982.41           228.43              0         
     EP061994           FABIO           3092968.16        154648.41          35569.56           124.12              0         
     EP071994           GILMA           6127396.24        157112.72          38414.96           253.12              0         
     EP081994             LI            7701850.84        111621.03          33117.53           424.44              0         
     EP091994           HECTOR          1170995.81        106454.16          23901.93           72.71               0         
     CP011994          UNNAMED          2128810.4         106440.52          26971.26           121.84              0         
     EP111994           ILEANA          2323278.22        136663.42          31701.69           111.21              0         
     EP101994            JOHN          13414766.13        111789.72          59939.89           756.18              0         
     EP121994          UNNAMED          1592730.64        113766.47          33742.59           81.47               0         
     EP131994           KRISTY          4377120.06        150935.17          34768.63           186.93              0         
     EP141994            LANE           3668291.99        135862.67          26532.9            172.67              0         
     CP021994            MELE           1817812.4         129843.74          29225.8            87.15               0         
     EP151994           MIRIAM          2600471.56        113063.98          25004.27           137.75              0         
     EP161994           NORMAN          1140340.66        103667.33          27015.55           69.15               0         
     EP171994           OLIVIA          2469306.81         82310.23          20245.99           190.93              0         
     EP181994            PAUL           1140324.77         51832.94          16063.11           133.19              0         
     EP191994            ROSA           1976740.29         73212.6           62785.16           181.13              0         
     CP031994            NONA           1591956.58         79597.83          62785.16           123.19              0         
     EP011995          UNNAMED          1242430.42        177490.06          34368.21           36.54               0         
     EP021995           ADOLPH          1148806.09         49948.09          27551.9            148.5               0         
     EP031995          BARBARA          4513658.42        110089.23          30013.14           257.08              0         
     EP041995           COSME           1920717.39         96035.87          23009.76           128.51              0         
     EP051995           DALILA          2393777.36         68393.64          25073.38           213.05              0         
     EP061995           ERICK           1604420.84         64176.83          23389.22           157.23              0         
     EP071995          FLOSSIE          1987048.14         76424.93          23277.29           161.56              0         
     EP081995            GIL            2561507.92         94870.66          32321.36           165.35              0         
     EP091995         HENRIETTE         2959659.5         105702.12          25965.98           181.18              0         
     EP101995           ISMAEL          1781362.9         137027.92          40770.78           86.84               0         
     EP111995          JULIETTE         2378303.69         59457.59          40770.78           250.38              0         
     EP011996          UNNAMED          1434434.02        102459.57          24239.36           90.62               0         
     EP021996          UNNAMED          725421.07          51815.79          14464.63           78.54               0         
     EP031996            ALMA           1304147.82         44970.61          13107.31           180.35              0         
     EP041996           BORIS           1587282.65         88182.37          23751.82           124.0               0         
     EP051996          CRISTINA         1267402.79        126740.28          28005.75            71.7               0         
     EP061996          UNNAMED          249182.21          49836.44          18216.4            31.84               0         
     EP071996          DOUGLAS          4449881.69         139058.8          34395.99           200.89              0         
     EP081996           ELIDA           1729374.84         61763.39          23658.6            174.46              0         
     CP011996          UNNAMED          2160810.37        113726.86          27481.14           113.31              0         
     EP091996           FAUSTO          2124514.41        106225.72          35341.43           138.85              0         
     EP101996         GENEVIEVE         2091615.39         46480.34          35341.43           277.42              0         
     EP111996           HERNAN          1520918.22         80048.33          23258.46           121.8               0         
     EP121996          UNNAMED          2086531.53        115918.42          34325.71           105.33              0         
     EP011997           ANDRES          1599598.09         63983.92          19810.61           154.88              0         
     EP021997           BLANCA          1561605.81        156160.58          28929.41           59.75               0         
     EP031997           CARLOS          1225672.78        136185.86          31072.57           51.47               0         
     EP041997          UNNAMED          1199668.84         109060.8          30764.08           70.88               0         
     EP051997          UNNAMED          1568014.19         87111.9           18292.4            108.75              0         
     EP061997          DOLORES          3999369.44        137909.29          26850.08           184.82              0         
     EP071997          ENRIQUE          2894360.34         160797.8          31662.45           122.77              0         
     EP081997          FELICIA          4585144.27        143285.76          44225.17           201.99              0         
     CP011997          UNNAMED          562532.33         112506.47          40717.79            30.0               0         
     EP091997         GUILLERMO        12344114.08        125960.35          36915.89           608.64              0         
     EP101997           HILDA           1948878.45         97443.92          26640.0            120.51              0         
     EP111997          IGNACIO          1925872.35        148144.03          31466.34           78.22               0         
     EP121997           JIMENA          1534409.68         80758.4           31466.34           136.9               0         
     CP021997           OLIWA           8520882.75        106511.03          42850.16           516.07              0         
     EP131997           KEVIN           1605733.76        123517.98          42850.16           79.71               0         
